Test_Datapoint_Num, Original_Data_Index, Predicted_Attack_Type                , Prediction_Confidence, Ground_Truth_Attack                  , Is_True_Attack
              4428,               19538, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4429,               19539, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4430,               19540, False Data Injection (High Value)    , 98.00%               , False Data Injection (High Value)    ,              1
              4431,               19541, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4432,               19542, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4433,               19543, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4434,               19544, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4435,               19545, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4436,               19546, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4437,               19547, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4438,               19548, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4439,               19549, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4440,               19550, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4441,               19551, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4442,               19552, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4443,               19553, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4444,               19554, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4445,               19555, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4446,               19556, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4447,               19557, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4448,               19558, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4449,               19559, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4450,               19560, False Data Injection (High Value)    , 98.00%               , False Data Injection (High Value)    ,              1
              4451,               19561, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4452,               19562, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4453,               19563, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4454,               19564, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4455,               19565, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4456,               19566, False Data Injection (High Value)    , 98.00%               , False Data Injection (High Value)    ,              1
              4457,               19567, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4458,               19568, False Data Injection (High Value)    , 99.10%               , False Data Injection (High Value)    ,              1
              4459,               19569, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4460,               19570, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4461,               19571, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4462,               19572, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4463,               19573, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4464,               19574, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4465,               19575, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4466,               19576, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4467,               19577, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4468,               19578, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4469,               19579, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4470,               19580, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4471,               19581, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4472,               19582, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4473,               19583, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4474,               19584, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4475,               19585, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4476,               19586, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4477,               19587, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4478,               19588, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4479,               19589, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4480,               19590, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4481,               19591, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4482,               19592, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4483,               19593, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4484,               19594, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4485,               19595, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4486,               19596, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4487,               19597, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4488,               19598, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4489,               19599, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4490,               19600, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4491,               19601, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4492,               19602, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4493,               19603, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4494,               19604, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4495,               19605, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4496,               19606, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4497,               19607, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4498,               19608, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4499,               19609, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4500,               19610, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4501,               19611, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4502,               19612, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4503,               19613, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4504,               19614, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4505,               19615, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4506,               19616, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4507,               19617, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4508,               19618, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4509,               19619, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4510,               19620, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4511,               19621, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4512,               19622, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4513,               19623, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4514,               19624, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4515,               19625, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4516,               19626, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4517,               19627, False Data Injection (High Value)    , 99.50%               , False Data Injection (High Value)    ,              1
              4518,               19628, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4519,               19629, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4520,               19630, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4521,               19631, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4522,               19632, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4523,               19633, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4524,               19634, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4525,               19635, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4526,               19636, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4527,               19637, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4528,               19638, False Data Injection (High Value)    , 98.00%               , False Data Injection (High Value)    ,              1
              4529,               19639, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4530,               19640, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4531,               19641, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4532,               19642, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4533,               19643, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4534,               19644, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4535,               19645, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4536,               19646, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4537,               19647, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4538,               19648, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4539,               19649, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4540,               19650, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4541,               19651, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4542,               19652, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4543,               19653, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4544,               19654, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4545,               19655, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4546,               19656, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4547,               19657, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4548,               19658, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4549,               19659, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4550,               19660, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4551,               19661, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4552,               19662, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4553,               19663, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4554,               19664, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4555,               19665, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4556,               19666, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4557,               19667, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4558,               19668, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4559,               19669, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4560,               19670, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4561,               19671, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4562,               19672, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4563,               19673, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4564,               19674, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4565,               19675, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4566,               19676, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4567,               19677, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4568,               19678, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4569,               19679, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4570,               19680, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4571,               19681, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4572,               19682, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4573,               19683, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4574,               19684, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4575,               19685, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4576,               19686, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4577,               19687, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4578,               19688, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4579,               19689, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4580,               19690, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4581,               19691, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4582,               19692, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4583,               19693, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4584,               19694, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4585,               19695, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4586,               19696, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4587,               19697, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4588,               19698, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4589,               19699, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4590,               19700, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4591,               19701, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4592,               19702, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4593,               19703, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4594,               19704, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4595,               19705, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4596,               19706, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4597,               19707, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4598,               19708, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4599,               19709, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4600,               19710, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4601,               19711, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4602,               19712, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4603,               19713, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4604,               19714, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4605,               19715, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4606,               19716, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4607,               19717, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4608,               19718, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4609,               19719, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4610,               19720, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4611,               19721, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4612,               19722, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4613,               19723, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4614,               19724, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4615,               19725, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4616,               19726, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4617,               19727, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4618,               19728, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4619,               19729, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4620,               19730, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4621,               19731, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4622,               19732, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4623,               19733, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4624,               19734, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4625,               19735, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4626,               19736, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4627,               19737, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4628,               19738, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4629,               19739, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4630,               19740, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4631,               19741, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4632,               19742, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4633,               19743, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4634,               19744, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4635,               19745, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4636,               19746, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4637,               19747, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4638,               19748, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4639,               19749, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4640,               19750, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4641,               19751, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4642,               19752, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4643,               19753, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4644,               19754, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4645,               19755, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4646,               19756, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4647,               19757, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4648,               19758, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4649,               19759, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4650,               19760, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4651,               19761, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4652,               19762, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4653,               19763, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4654,               19764, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4655,               19765, False Data Injection (High Value)    , 98.00%               , False Data Injection (High Value)    ,              1
              4656,               19766, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4657,               19767, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4658,               19768, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4659,               19769, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4660,               19770, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4661,               19771, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4662,               19772, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4663,               19773, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4664,               19774, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4665,               19775, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4666,               19776, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4667,               19777, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4668,               19778, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4669,               19779, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4670,               19780, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4671,               19781, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4672,               19782, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4673,               19783, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4674,               19784, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4675,               19785, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4676,               19786, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4677,               19787, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4678,               19788, False Data Injection (High Value)    , 100.00%              , False Data Injection (High Value)    ,              1
              4679,               19789, Sustained Data Manipulation (Offset) , 98.00%               , Sustained Data Manipulation (Offset) ,              1
              4680,               19790, Sustained Data Manipulation (Offset) , 98.67%               , Sustained Data Manipulation (Offset) ,              1
              4681,               19791, Sustained Data Manipulation (Offset) , 97.50%               , Sustained Data Manipulation (Offset) ,              1
              4682,               19792, Sustained Data Manipulation (Offset) , 97.50%               , Sustained Data Manipulation (Offset) ,              1
              4683,               19793, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4684,               19794, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4685,               19795, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4686,               19796, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4687,               19797, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4688,               19798, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4689,               19799, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4690,               19800, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4691,               19801, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4692,               19802, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4693,               19803, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4694,               19804, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4695,               19805, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4696,               19806, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4697,               19807, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4698,               19808, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4699,               19809, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4700,               19810, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4701,               19811, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4702,               19812, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4703,               19813, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4704,               19814, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4705,               19815, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4706,               19816, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4707,               19817, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4708,               19818, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4709,               19819, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4710,               19820, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4711,               19821, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4712,               19822, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4713,               19823, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
              4714,               19824, Sustained Data Manipulation (Offset) , 100.00%              , Sustained Data Manipulation (Offset) ,              1
